beta,c_max,k_c,f0,k_f,sse,peak,late_mean
0.04,300.0,0.015,0.1,0.1,10888.041538576774,98.32638240317823,97.53763376002608
0.04,300.0,0.01,0.12,0.15,10961.51556733308,97.24247751499962,96.52708501959783
0.04,350.0,0.01,0.15,0.25,10972.82036133749,96.54931690567878,95.86776077950931
0.07,350.0,0.02,0.15,0.1,11017.251517241111,124.49581385469715,123.09812979767709
0.07,300.0,0.015,0.15,0.1,11072.921386993285,124.25151658402842,122.926100579859
0.04,400.0,0.015,0.15,0.25,11075.167522409734,96.93482117293092,96.19148990251851
0.04,350.0,0.02,0.1,0.1,11094.486782329255,98.4202472905922,97.59848259506752
0.04,450.0,0.01,0.15,0.15,11127.861433282034,95.80577321867243,95.19173076078998
0.04,450.0,0.02,0.15,0.25,11138.099636474346,97.3013371307376,96.50978438187268
0.04,350.0,0.015,0.12,0.15,11153.496990732308,97.45098053171839,96.68538351473703
0.04,300.0,0.015,0.12,0.2,11157.487389841144,97.64641726185407,96.85830273806714
0.04,350.0,0.005,0.15,0.2,11167.152591810047,95.40512224696569,94.8507530984369
0.04,300.0,0.02,0.12,0.25,11183.604881479474,98.0709931939593,97.235302403128
0.04,350.0,0.005,0.12,0.1,11192.977443004671,95.90347591777626,95.34942069618283
0.04,400.0,0.005,0.15,0.15,11194.353224821756,94.97094510928197,94.46777695326627
0.04,400.0,0.01,0.15,0.2,11216.293354076579,96.009261572867,95.36132281547278
0.04,450.0,0.015,0.15,0.2,11226.757312806438,96.57042695420226,95.84925783245639
0.05,450.0,0.005,0.1,0.15,11242.375692513948,95.38618790743207,94.824149400383
0.05,450.0,0.01,0.1,0.25,11242.929260624485,96.91489193109179,96.14978364753479
0.04,400.0,0.01,0.12,0.1,11250.880070697645,96.51073780381937,95.86263820691207
0.04,450.0,0.015,0.12,0.1,11270.772622166298,97.07475736736114,96.35305867795786
0.04,400.0,0.02,0.12,0.15,11291.66281548875,97.68158720715921,96.87537579160352
0.05,400.0,0.005,0.1,0.25,11307.68584307614,95.86612981118273,95.2402475024039
0.04,350.0,0.02,0.12,0.2,11366.207213378255,97.73958132032114,96.91867746848577
0.04,300.0,0.01,0.1,0.1,11371.990691323648,97.24597937333525,96.52979560440875
0.04,300.0,0.02,0.1,0.15,11520.508396006318,98.01506867923968,97.17937072631862
0.04,350.0,0.015,0.1,0.1,11568.019331975986,97.45443893288036,96.68804795179807
0.04,300.0,0.005,0.12,0.15,11593.993451517274,95.83079932385422,95.22474635960857
0.04,300.0,0.015,0.12,0.25,11603.194928217405,97.24532669107614,96.45711829002569
0.04,300.0,0.01,0.12,0.2,11672.188841467769,96.57326573343325,95.85725888227256
0.04,400.0,0.02,0.1,0.1,11709.735566418842,97.6849816478483,96.87797365953327
0.04,350.0,0.005,0.15,0.25,11750.164307981608,94.91580427136013,94.36019556792428
0.04,350.0,0.01,0.12,0.15,11761.042937605378,96.20262686675359,95.52060851450625
0.04,400.0,0.01,0.15,0.25,11796.357800304086,95.51675918360588,94.86804284019988
0.04,450.0,0.015,0.15,0.25,11802.498982737709,96.07497336410904,95.35338470149394
0.04,350.0,0.02,0.12,0.25,11815.810078372364,97.33804422884795,96.51718010136771
0.04,400.0,0.015,0.12,0.15,11866.444375432173,96.58663503289013,95.84305538673462
0.04,350.0,0.015,0.12,0.2,11868.637282017238,96.78022537165032,96.01435305186538
0.04,450.0,0.02,0.12,0.15,11931.185179369142,96.95170876916656,96.1600727693701
0.04,300.0,0.015,0.1,0.15,11943.07732645747,97.18995350070256,96.40171439201708
0.04,300.0,0.005,0.1,0.1,12006.979007915505,95.83443158072473,95.22760077965725
0.04,400.0,0.02,0.12,0.2,12008.485269199024,97.00915429122381,96.20293855480335
0.05,450.0,0.005,0.1,0.2,12009.676875243009,94.724955054914,94.1599315210767
0.04,450.0,0.01,0.15,0.2,12058.78396848674,94.98252591980963,94.3669367671218
0.04,450.0,0.01,0.12,0.1,12071.396618637247,95.47895837352318,94.86334670906271
0.04,300.0,0.02,0.1,0.2,12114.86295116977,97.45234489709702,96.61679728780699
0.04,300.0,0.01,0.12,0.25,12137.427921250406,96.17655358459314,95.46018759386911
0.04,400.0,0.005,0.12,0.1,12138.52050123027,94.64717713190757,94.14208533469197
0.04,400.0,0.005,0.15,0.2,12138.728214688863,94.1549874821826,93.64936354034938
0.04,350.0,0.02,0.1,0.15,12158.511512667961,97.282583102557,96.46170671031791
0.04,450.0,0.005,0.15,0.15,12174.284989313079,93.72662080215632,93.2713748912812
0.04,350.0,0.01,0.1,0.1,12178.192299217895,96.2062209984879,95.52342013784381
0.04,400.0,0.015,0.1,0.1,12287.223592118275,96.59016716453795,95.84580063851986
0.04,350.0,0.015,0.12,0.25,12336.76022444697,96.38259483621052,95.61656437994876
0.04,300.0,0.005,0.12,0.2,12344.613001965996,95.17123693262823,94.56388346947632
0.04,450.0,0.02,0.1,0.1,12355.14464367938,96.95516057403657,96.16273384909093
0.04,400.0,0.02,0.12,0.25,12477.823245571703,96.6105247612851,95.80431154237579
0.04,300.0,0.01,0.1,0.15,12480.785671298634,96.12187981216097,95.40544674046734
0.07,300.0,0.02,0.15,0.1,12499.189358970489,126.00461821093332,124.57862166196719
0.04,300.0,0.02,0.1,0.25,12502.1043048403,97.11845450313963,96.28299790007418
0.05,450.0,0.005,0.1,0.25,12508.92080936385,94.33354800563586,93.7667667117372
0.04,350.0,0.01,0.12,0.2,12513.745511715832,95.5403890065824,94.85758005294167
0.04,300.0,0.015,0.1,0.2,12559.503738228905,96.63191475514049,95.84358727730918
0.04,350.0,0.005,0.12,0.15,12563.967171193093,94.57513136544067,94.01864925424923
0.04,400.0,0.01,0.12,0.15,12611.524098659913,95.17381541576073,94.52454717503898
0.04,450.0,0.015,0.12,0.15,12617.782691890772,95.72989580837455,95.00800446329178
0.04,400.0,0.015,0.12,0.2,12618.2546605051,95.92165695269149,95.17769552897909
0.04,450.0,0.01,0.15,0.25,12670.079067786557,94.49516448803271,93.87867131052444
0.04,450.0,0.02,0.12,0.2,12680.350139517072,96.28413776754348,95.49243564095602
0.04,350.0,0.015,0.1,0.15,12682.859111882477,96.32777121450704,95.56170135115833
0.04,400.0,0.005,0.15,0.25,12757.584482766302,93.67195066705857,93.1648844640278
0.04,350.0,0.02,0.1,0.2,12779.93071154366,96.72392852880633,95.90314966918633
0.04,400.0,0.02,0.1,0.15,12826.231983251117,96.55552327104694,95.7492927703035
0.04,300.0,0.005,0.12,0.25,12833.430395430802,94.78025598095302,94.1721365923114
0.04,300.0,0.015,0.1,0.25,12959.83540461323,96.30081053022147,95.51243240888863
0.04,350.0,0.005,0.1,0.1,12983.968486987726,94.57887346908346,94.02162458314129
0.04,350.0,0.01,0.12,0.25,13004.060322499396,95.14781824596446,94.46454564233032
0.04,400.0,0.01,0.1,0.1,13035.23674651502,95.1774995236636,94.52745751375724
0.04,450.0,0.015,0.1,0.1,13044.725320556672,95.73350014561196,95.01082897574491
0.04,400.0,0.015,0.12,0.25,13108.283803736467,95.5274568454912,94.7832741368262
0.04,300.0,0.01,0.1,0.2,13123.786803277237,95.56991995521177,94.853029051433
0.04,450.0,0.005,0.12,0.1,13151.870962171222,93.40722056846305,92.94993055344843
0.04,450.0,0.02,0.12,0.25,13169.032515464865,95.88839493596697,95.09665866090936
0.04,450.0,0.005,0.15,0.2,13177.164727980462,92.92111936834714,92.46308429739693
0.04,300.0,0.005,0.1,0.15,13180.863311354684,94.72647829417329,94.11823617770153
0.04,350.0,0.02,0.1,0.25,13183.40234774368,96.39245626406314,95.57173706815888
0.03,300.0,0.02,0.15,0.1,13251.775403375974,95.05610452066071,94.42912420849342
0.04,350.0,0.015,0.1,0.2,13329.450714306333,95.77453946780629,95.00829149399847
0.04,350.0,0.01,0.1,0.15,13354.107639734175,95.0938018705635,94.41044805364471
0.04,350.0,0.005,0.12,0.2,13361.831865461432,93.92402126702902,93.36596092962917
0.04,400.0,0.01,0.12,0.2,13405.138050588874,94.51847934412748,93.86824794077249
0.04,450.0,0.015,0.12,0.2,13405.424046343931,95.07064545327034,94.34826770222777
0.04,400.0,0.015,0.1,0.15,13460.487817958083,95.47317746637151,94.72894682619898
0.04,400.0,0.02,0.1,0.2,13474.17662636553,96.0009087471681,95.19472372966645
0.04,450.0,0.01,0.12,0.15,13511.53456744775,94.15592684485406,93.53879406205792
0.04,450.0,0.02,0.1,0.15,13523.059154588109,95.83384935917611,95.04209086975563
0.04,300.0,0.01,0.1,0.25,13539.86320537005,95.24243012636639,94.52526935493783
0.04,400.0,0.005,0.12,0.15,13601.081024726886,93.33580147391838,92.82772130456685
0.03,300.0,0.015,0.15,0.1,13628.350255624498,94.44425589121512,93.8519911439142
0.04,350.0,0.015,0.1,0.25,13747.850686294714,95.44629209231991,94.67994022136335
0.03,350.0,0.02,0.15,0.1,13799.967152526973,94.50795030455565,93.8918542594432
0.04,450.0,0.005,0.15,0.25,13830.74458332032,92.44428366999999,91.98460890313567
0.04,300.0,0.005,0.1,0.2,13855.970799511573,94.18247708516162,93.57321063014533
0.04,350.0,0.005,0.12,0.25,13878.80102717532,93.53805963819134,92.97906871446843
0.04,400.0,0.02,0.1,0.25,13893.55577349703,95.67183725758981,94.86568101390127
0.04,450.0,0.015,0.12,0.25,13916.85897315511,94.67984641844066,93.95718533049858
0.04,400.0,0.01,0.12,0.25,13919.862793522994,94.13000706174498,93.47920968615156
0.04,450.0,0.01,0.1,0.1,13941.701257692166,94.1596986691759,93.54180082937971
0.04,400.0,0.005,0.1,0.1,14027.96715322979,93.33965002504864,92.83081412785623
0.04,350.0,0.01,0.1,0.2,14030.887995578392,94.54759508554315,93.86363762110965
0.03,300.0,0.01,0.15,0.1,14099.154542438677,93.65138009906218,93.11181749496856
0.04,400.0,0.015,0.1,0.2,14136.551333830908,94.92471164536597,94.18021469920633
0.04,450.0,0.02,0.1,0.2,14196.998100356463,95.28324593363678,94.49148163150643
0.04,350.0,0.005,0.1,0.15,14233.455211444727,93.4850750104737,92.92593915879617
0.03,350.0,0.015,0.15,0.1,14256.400850699803,93.79859527019833,93.22267724497671
0.04,450.0,0.015,0.1,0.15,14275.058506902167,94.62610600637655,93.90338863499133
0.04,400.0,0.01,0.1,0.15,14276.460432594497,94.07664036496881,93.42574798891322
0.04,300.0,0.005,0.1,0.25,14291.050379568813,93.85971834205677,93.24984589588053
0.04,450.0,0.01,0.12,0.2,14344.964744689767,93.50742116921543,92.88915629033079
0.03,400.0,0.02,0.15,0.1,14364.527533649849,93.96292526660108,93.35760888088446
0.04,400.0,0.005,0.12,0.2,14444.699679403238,92.69303613751818,92.18310716178797
0.04,350.0,0.01,0.1,0.25,14467.172744109454,94.22352455716971,93.53921070525884
0.04,400.0,0.015,0.1,0.25,14572.605235592579,94.59929666889619,93.85464349062566
0.04,450.0,0.02,0.1,0.25,14631.966797000214,94.95655798855582,94.16479201805679
0.03,300.0,0.02,0.15,0.15,14685.964442291792,93.78164414923322,93.15601646825452
0.03,300.0,0.005,0.15,0.1,14698.765363437005,92.61358213056572,92.15378666757904
0.04,450.0,0.005,0.12,0.15,14703.078278237066,92.1125986047036,91.65177310494312
0.03,350.0,0.01,0.15,0.1,14829.701640009986,92.88049375415216,92.36545453073424
0.04,450.0,0.01,0.12,0.25,14883.447152160461,93.12300489624224,92.50407387738076
0.03,400.0,0.015,0.15,0.1,14905.353086694426,93.15730877120909,92.5975432426893
0.03,450.0,0.02,0.15,0.1,14945.195168845321,93.42101172743297,92.82637122949676
0.04,350.0,0.005,0.1,0.2,14946.52228604218,92.94804619052444,92.38765639481814
0.04,450.0,0.015,0.1,0.2,14979.912684135143,94.08236538591609,93.35929503906925
0.04,400.0,0.01,0.1,0.2,14986.112235470964,93.53612713579308,92.8844883403129
0.04,400.0,0.005,0.12,0.25,14988.933827241173,92.31202986206685,91.80100988378136
0.03,300.0,0.015,0.15,0.15,15097.588336904131,93.17786735203448,92.58652892580184
0.04,450.0,0.005,0.1,0.1,15136.720668546066,92.11655027240548,91.65498007347284
0.04,450.0,0.01,0.1,0.15,15246.458487504538,93.07028024846454,92.45124078105155
0.03,350.0,0.02,0.15,0.15,15276.714467852064,93.24057979954621,92.62572822099705
0.04,400.0,0.005,0.1,0.15,15350.631975559603,92.2598268661465,91.74864042667973
0.04,350.0,0.005,0.1,0.25,15404.28282135613,92.62943147104043,92.06829946101463
0.04,450.0,0.015,0.1,0.25,15433.213308548655,93.75975856555897,93.03648055857819
0.04,400.0,0.01,0.1,0.25,15442.06356429004,93.21544047402972,92.56336058015106
0.03,300.0,0.02,0.12,0.1,15508.478732077512,93.52154891416204,92.89534267927675
0.03,300.0,0.02,0.15,0.2,15511.641369819683,93.15513315308243,92.5297963081326
0.03,350.0,0.005,0.15,0.1,15563.659818062735,91.68072583242554,91.25759824997297
0.03,450.0,0.015,0.15,0.1,15574.818979029644,92.52036703542436,91.97656164237998
0.03,400.0,0.01,0.15,0.1,15587.434646037238,92.11589993248765,91.62502283324677
0.04,450.0,0.005,0.12,0.2,15590.996042759052,91.47807185726059,91.01513398385005
0.03,300.0,0.01,0.15,0.15,15610.83485130676,92.39547806905023,91.85618478065001
0.03,350.0,0.015,0.15,0.15,15773.318416109227,92.54058495135155,91.96541798446356
0.03,400.0,0.02,0.15,0.15,15883.165591937452,92.7026055962733,92.09842667407271
0.03,300.0,0.015,0.12,0.1,15928.800182849904,92.91953042226908,92.32753115060453
0.03,300.0,0.015,0.15,0.2,15940.583522638952,92.55534100639385,91.96408591790868
0.04,450.0,0.01,0.1,0.2,15988.092502488427,92.5354016699842,91.91547600801077
0.03,300.0,0.02,0.15,0.25,16043.822948924182,92.78317993006962,92.15801636570275
0.04,400.0,0.005,0.1,0.2,16100.447885298281,91.72968171897993,91.21701763173729
0.03,350.0,0.02,0.12,0.1,16112.563257367096,92.98200071380995,92.36655304923462
0.03,350.0,0.02,0.15,0.2,16123.857597403306,92.61756316914621,92.00295126217186
0.04,450.0,0.005,0.12,0.25,16161.629960072452,91.10195777489011,90.63777264743185
0.03,300.0,0.005,0.15,0.15,16262.09107263306,91.37143800008981,90.9109056918366
0.03,450.0,0.01,0.15,0.1,16371.757895927174,91.35754771017326,90.89047568163227
0.03,350.0,0.01,0.15,0.15,16395.11452518751,91.63462898588618,91.11958185612744
0.03,300.0,0.01,0.12,0.1,16452.387493029983,92.13940968051394,91.59932757003915
0.04,450.0,0.01,0.1,0.25,16463.17968495957,92.2180638053249,91.59761411510709
0.03,400.0,0.005,0.15,0.1,16464.577502243417,90.75719031481322,90.37005573909663
0.03,400.0,0.015,0.15,0.15,16469.087485411943,91.9076217597698,91.34843428430696
0.03,300.0,0.01,0.15,0.2,16474.753891874538,91.77812728503004,91.23859700547816
0.03,300.0,0.015,0.15,0.25,16483.021382393323,92.1857587247134,91.59455372456321
0.03,450.0,0.02,0.15,0.15,16505.064171565355,92.16770407265199,91.57409518729276
0.04,450.0,0.005,0.1,0.15,16530.19881356746,91.0505251448996,90.58615267565874
0.04,400.0,0.005,0.1,0.25,16580.167857600325,91.4151582023457,90.90161918530521
0.03,350.0,0.015,0.12,0.1,16619.13769654411,92.2840442347895,91.70818599431394
0.03,350.0,0.015,0.15,0.2,16640.30846871469,91.92218888949972,91.34702144849257
0.03,350.0,0.02,0.15,0.25,16668.897639139403,92.24768764667553,91.63321864449887
0.03,400.0,0.02,0.12,0.1,16732.16332347577,92.4455339222658,91.84074160608559
0.03,400.0,0.02,0.15,0.2,16751.43882727825,92.08306404373094,91.4790741904592
0.03,300.0,0.02,0.12,0.15,16763.48366812614,92.51615499305275,91.89110493500391
0.03,300.0,0.01,0.15,0.25,17029.57022292543,91.41162399915436,90.87195363415796
0.03,300.0,0.005,0.12,0.1,17116.007572944698,91.11832553999778,90.6568071212357
0.03,300.0,0.02,0.1,0.1,17125.391124474245,92.51110502043424,91.8854893972964
0.03,300.0,0.005,0.15,0.2,17151.414302476565,90.76087563559456,90.29961514580239
0.03,450.0,0.015,0.15,0.15,17184.51915838135,91.27894877494478,90.73555066529697
0.03,350.0,0.005,0.15,0.15,17187.850787244544,90.45077018651162,90.02647531959397
0.03,350.0,0.015,0.15,0.25,17197.101617776963,91.55506266526598,90.97989555595584
0.03,400.0,0.01,0.15,0.15,17205.443632059687,90.8799928978589,90.38883500405375
0.03,300.0,0.015,0.12,0.15,17210.500173245935,91.92050453780507,91.32932465369574
0.03,350.0,0.01,0.12,0.1,17252.75287079687,91.38071476258581,90.86482862878913
0.03,350.0,0.01,0.15,0.2,17286.010147100293,91.02222716818169,90.50680954580024
0.03,400.0,0.02,0.15,0.25,17309.136252145472,91.71525473603765,91.11137774579778
0.04,450.0,0.005,0.1,0.2,17315.582391185435,90.5271760745841,90.06110804474463
0.03,400.0,0.015,0.12,0.1,17329.280761819842,91.65286490139714,91.09295617499993
0.03,400.0,0.015,0.15,0.2,17359.63940598028,91.29332883331877,90.73405817013324
0.03,450.0,0.02,0.12,0.1,17367.027300388523,91.91213112254181,91.31789175742338
0.03,450.0,0.02,0.15,0.2,17394.135290429618,91.55161841540969,90.95814855351821
0.03,350.0,0.02,0.12,0.15,17399.993134597633,91.98220202479543,91.36782476254908
0.03,450.0,0.005,0.15,0.1,17400.570778374316,89.84288321571348,89.49107640449714
0.03,300.0,0.02,0.12,0.2,17472.5700791819,92.02096580851934,91.39618409074694
0.03,300.0,0.015,0.1,0.1,17573.606427544262,91.91555968249027,91.32381568532539
0.03,300.0,0.005,0.15,0.25,17721.24418447887,90.39841005586243,89.93671787984832
0.03,350.0,0.02,0.1,0.1,17765.145617713377,91.97722554289139,91.36228531689352
0.03,300.0,0.01,0.12,0.15,17766.406344995215,91.14865668159831,90.60887504631279
0.04,450.0,0.005,0.1,0.25,17816.55787505058,90.21669160824096,89.74961937482709
0.03,350.0,0.01,0.15,0.25,17856.944738944014,90.65866693927053,90.14302997890796
0.03,300.0,0.02,0.12,0.25,17925.49427995978,91.7266784809247,91.10205484486565
0.03,400.0,0.015,0.15,0.25,17930.52918538149,90.92864249650697,90.36932306143163
0.03,300.0,0.015,0.12,0.2,17932.855775952452,91.42846486723657,90.83738910883477
0.03,350.0,0.015,0.12,0.15,17937.15529828809,91.29162997527335,90.71645233912679
0.03,450.0,0.02,0.15,0.25,17964.291330493706,91.18586389955202,90.59247719019314
0.03,450.0,0.01,0.15,0.15,18041.24449237277,90.13151950562934,89.66389807763557
0.03,400.0,0.02,0.12,0.15,18051.50221100431,91.45129965019446,90.84749288072997
0.03,450.0,0.015,0.12,0.1,18058.855942888233,91.02596350380861,90.48181461197674
0.03,350.0,0.005,0.12,0.1,18059.566265398895,90.20027254931644,89.7749115468459
0.03,400.0,0.01,0.12,0.1,18078.868427115587,90.6282149048183,90.13616870861388
0.03,450.0,0.015,0.15,0.2,18098.20573897019,90.66873201225249,90.12516908883315
0.03,350.0,0.005,0.15,0.2,18107.65574342473,89.84621802702615,89.4209867200585
0.03,400.0,0.01,0.15,0.2,18122.74718238161,90.2725007147535,89.78084094322226
0.03,350.0,0.02,0.12,0.2,18125.530266316437,91.48977564718489,90.8756260925361
0.03,300.0,0.01,0.1,0.1,18130.842534188683,91.14383801326987,90.6034937333453
0.03,400.0,0.005,0.15,0.15,18148.106501735587,89.53930454583228,89.15058053066002
0.03,300.0,0.02,0.1,0.15,18228.686738664037,91.68106868079532,91.05645670464939
0.03,350.0,0.015,0.1,0.1,18303.683357874535,91.28677500708112,90.71103612473183
0.03,300.0,0.015,0.12,0.25,18393.663941582854,91.1360534400405,90.54503817957439
0.03,400.0,0.02,0.1,0.1,18419.86418712405,91.44639599794696,90.84202886197025
0.03,300.0,0.005,0.12,0.15,18469.342009687778,90.13842609427023,89.6764136216677
0.03,300.0,0.01,0.12,0.2,18504.790802037624,90.66070778549998,90.12077682331994
0.03,350.0,0.02,0.12,0.25,18588.340256941876,91.1971326562191,90.58311704476137
0.03,350.0,0.01,0.12,0.15,18607.687354919024,90.39788219694358,89.88207722513481
0.03,350.0,0.015,0.12,0.2,18677.89553919196,90.80285574195786,90.2277157613321
0.03,450.0,0.015,0.15,0.25,18682.93694054828,90.3064694982834,89.76280934606064
0.03,400.0,0.015,0.12,0.15,18682.949327879873,90.66701891821282,90.10765379741882
0.03,350.0,0.005,0.15,0.25,18695.673929783898,89.48732665035487,89.06154003196934
0.03,300.0,0.015,0.1,0.15,18698.422051946796,91.090780877028,90.49976221323513
0.03,400.0,0.01,0.15,0.25,18709.460857291826,89.91186011314133,89.4199030096266
0.03,450.0,0.02,0.12,0.15,18717.765268946383,90.9234306201712,90.33009285756272
0.03,400.0,0.02,0.12,0.2,18793.229149423256,90.9616208248021,90.35800157539941
0.03,300.0,0.005,0.1,0.1,18835.257401177252,90.13375960270143,89.67118586628926
0.03,300.0,0.02,0.1,0.2,18845.628764748937,91.2717253278425,90.64735640297125
0.03,350.0,0.02,0.1,0.15,18894.585980677446,91.15180974177204,90.53780210284732
0.03,450.0,0.01,0.12,0.1,18930.160956042586,89.88185995564301,89.41330179943704
0.03,300.0,0.01,0.12,0.25,18975.112703875584,90.37073245118265,89.8307113762143
0.03,350.0,0.01,0.1,0.1,18975.737698092096,90.39317275696385,89.87680830559711
0.03,450.0,0.01,0.15,0.2,18984.396271101778,89.52889793523167,89.06064533596111
0.03,400.0,0.005,0.12,0.1,19037.229639852605,89.29139499153167,88.90152652612804
0.03,400.0,0.015,0.1,0.1,19052.857403867587,90.66225286557506,90.10232936756373
0.03,450.0,0.02,0.1,0.1,19089.301525896557,90.91859914155714,90.3247036055019
0.03,400.0,0.005,0.15,0.2,19097.63141430088,88.94070391935661,88.55083926125658
0.03,450.0,0.005,0.15,0.15,19141.93947508591,88.63694986039773,88.2831396210436
0.03,350.0,0.015,0.12,0.25,19149.738128088262,90.51238800569065,89.93726903224083
0.03,300.0,0.005,0.12,0.2,19227.182833690636,89.6558427250676,89.19329234918
0.03,300.0,0.02,0.1,0.25,19237.681757345636,91.02829068564508,90.40406411450326
0.03,400.0,0.02,0.12,0.25,19265.768456284455,90.6706130778303,90.06710389796805
0.03,300.0,0.01,0.1,0.15,19281.707708004804,90.32588933288586,89.78584164183272
0.03,300.0,0.015,0.1,0.2,19326.10440747921,90.68404108281028,90.09312960820539
0.03,350.0,0.01,0.12,0.2,19366.735568599994,89.9138458176683,89.39778573253251
0.03,400.0,0.015,0.12,0.2,19441.738102517338,90.18148865260734,89.62209558676491
0.03,450.0,0.015,0.12,0.15,19447.51782402755,90.04664272983918,89.50290221212575
0.03,350.0,0.015,0.1,0.15,19457.777336203846,90.46745587830075,89.892327464128
0.03,350.0,0.005,0.12,0.15,19459.229650176803,89.22999059882414,88.80379523718462
0.03,400.0,0.01,0.12,0.15,19473.840411206787,89.65323999884367,89.16105907557046
0.03,450.0,0.02,0.12,0.2,19475.424117935334,90.43648417562784,89.84329418702718
0.03,350.0,0.02,0.1,0.2,19524.84534023211,90.7447507273077,90.13095244462404
0.03,400.0,0.02,0.1,0.15,19575.029163571067,90.62557528170564,90.02207043291494
0.03,450.0,0.01,0.15,0.25,19586.55517961505,89.17115371612847,88.702527034624
0.03,400.0,0.005,0.15,0.25,19703.3842176164,88.58535179361914,88.19481061071242
0.03,300.0,0.005,0.12,0.25,19709.041223602177,89.36906198728961,88.90619059768784
0.03,300.0,0.015,0.1,0.25,19724.55298085808,90.44215820016952,89.85130829456065
0.03,450.0,0.015,0.1,0.1,19820.76456568782,90.04196463002921,89.49766860596456
0.03,350.0,0.005,0.1,0.1,19828.967883459783,89.2254561185261,88.79870300027692
0.03,400.0,0.01,0.1,0.1,19845.455233728422,89.64863835195155,89.1559011303959
0.03,350.0,0.01,0.12,0.25,19849.444055131662,89.62619948231146,89.1099864336406
0.03,300.0,0.01,0.1,0.2,19922.362464294052,89.92253116698889,89.38238100347178
0.03,400.0,0.015,0.12,0.25,19924.413853651775,89.89295180746247,89.33354077557655
0.03,350.0,0.02,0.1,0.25,19924.918643388002,90.50267654187046,89.88900058729521
0.03,450.0,0.02,0.12,0.25,19957.53807201037,90.14710262976219,89.55399909974125
0.03,300.0,0.005,0.1,0.15,20017.805242912385,89.32477156979198,88.86183803653991
0.03,450.0,0.005,0.12,0.1,20048.085986448164,88.39160191966437,88.0365705997335
0.03,350.0,0.015,0.1,0.2,20100.340385454027,90.06341592033236,89.48833962363074
0.03,450.0,0.005,0.15,0.2,20120.43691727324,88.0442426628136,87.6890915752187
0.03,350.0,0.01,0.1,0.15,20159.580957902923,89.581764298226,89.06551503313254
0.03,400.0,0.02,0.1,0.2,20218.392758336675,90.22078799021044,89.61745917120508
0.03,450.0,0.015,0.12,0.2,20224.0235385625,89.56433510221179,89.02050190002213
0.03,400.0,0.015,0.1,0.15,20235.68691738872,89.84835760958154,89.28893118981442
0.03,350.0,0.005,0.12,0.2,20240.41136247729,88.75215853167826,88.32526033965365
0.03,400.0,0.01,0.12,0.2,20253.111028696418,89.17308503475809,88.68054488674741
0.03,450.0,0.02,0.1,0.15,20269.77588075944,90.10234819528127,89.5092454003665
0.03,300.0,0.01,0.1,0.25,20328.52783970331,89.68266342643918,89.14245016585252
0.03,450.0,0.01,0.12,0.15,20364.306258550037,88.91468042884675,88.4457750407882
0.03,400.0,0.005,0.12,0.15,20482.042091727755,88.3306369251979,87.93960033836245
0.03,350.0,0.015,0.1,0.25,20507.73994889643,89.82314112072741,89.24809365796199
0.03,400.0,0.02,0.1,0.25,20626.3583688225,89.9800667372474,89.37684044016167
0.03,300.0,0.005,0.1,0.2,20674.203706225973,88.92584877338783,88.46249136515767
0.03,450.0,0.015,0.12,0.25,20717.333884579188,89.27771643187056,88.73382680290554
0.03,350.0,0.005,0.12,0.25,20736.242875450702,88.46820614386866,88.04088895077848
0.03,450.0,0.01,0.1,0.1,20739.436498980645,88.91018515560545,88.44072666604265
0.03,450.0,0.005,0.15,0.25,20743.479176338606,87.69239517476808,87.33644872619054
0.03,400.0,0.01,0.12,0.25,20747.94221411873,88.88774915350156,88.39499418818554
0.03,350.0,0.01,0.1,0.2,20816.95809803373,89.18164087041653,88.6652015375736
0.03,400.0,0.005,0.1,0.1,20855.54343988277,88.32623232003587,87.93464152899156
0.03,400.0,0.015,0.1,0.2,20892.856170825293,89.44699973382059,88.88757107952998
0.03,450.0,0.02,0.1,0.2,20926.03308304975,89.69982008016807,89.1068603541305
0.03,450.0,0.015,0.1,0.15,21031.794141487593,89.23345767548317,88.68954680072835
0.03,350.0,0.005,0.1,0.15,21048.846861721315,88.42440937825174,87.99701510398812
0.03,400.0,0.01,0.1,0.15,21061.561626335457,88.84371827037295,88.35091766233126
0.03,300.0,0.005,0.1,0.25,21089.72517821285,88.68862359707543,88.22501198656849
0.03,450.0,0.01,0.12,0.2,21163.364899679145,88.43837602336775,87.96900895454762
0.03,350.0,0.01,0.1,0.25,21233.16965384455,88.9436999381082,88.42714543704183
0.03,400.0,0.005,0.12,0.2,21285.973526061243,87.85750976894917,87.46560863350524
0.03,400.0,0.015,0.1,0.25,21309.04209325228,89.20832242583204,88.64889029899723
0.03,450.0,0.02,0.1,0.25,21341.764477101387,89.4604442765674,88.86756748388592
0.03,450.0,0.005,0.12,0.15,21536.890035638193,87.44027502981164,87.08374827614622
0.03,450.0,0.01,0.12,0.25,21670.0590569327,88.15533219771177,87.68568944308508
0.03,450.0,0.015,0.1,0.2,21703.298801936988,88.83476424352402,88.29079749495995
0.03,350.0,0.005,0.1,0.2,21724.12984985115,88.02941468857382,87.60146002656134
0.03,400.0,0.01,0.1,0.2,21735.300733927666,88.4468038629613,87.95372697777495
0.03,400.0,0.005,0.12,0.25,21795.425224067585,87.5763580681683,87.18394185432903
0.03,450.0,0.005,0.1,0.1,21914.09565522851,87.43599819260307,87.07892083057153
