beta,tau_r,r_max,c_max,k_c,tau_q,q_max,k_q,sse,peak,mid_mean,late_mean,jump_pct,tail_err,loss
0.085,10,550.0,425.0,0.0025,60,0.07,0.08,2655.87606993495,107.84126796449502,106.96573320515029,94.43847287809652,4.762302425822895,0.032379159416166106,3040.078581731273
0.085,11,550.0,400.0,0.002,60,0.07,0.08,2799.692863962957,109.09788109606767,108.22494786412764,95.59959602307941,4.805474533849852,4.161771856110451,3041.3669717056264
0.085,10,600.0,400.0,0.002,60,0.03,0.12,2435.2374157583117,106.63028588270654,105.76872719491897,96.43666101411291,4.805474533849852,21.8358764767992,3042.104652794614
0.082,10,550.0,425.0,0.002,60,0.03,0.16,2360.4627937957134,106.37068850966718,105.5773837795549,96.71003296399736,4.592552819299112,28.15800294563779,3042.3220541563273
0.08,11,550.0,425.0,0.003,60,0.07,0.08,2498.2358074856147,106.491886701594,105.71788728516879,94.30404310853754,4.479916494178848,0.021232197566443504,3043.4427912735878
0.085,10,550.0,450.0,0.0025,60,0.03,0.12,2383.2832196203626,106.72587106020897,105.90715254857712,96.93069352642019,4.718965651019991,31.537596681225374,3043.712278182439
0.085,10,550.0,400.0,0.0025,60,0.05,0.12,2675.690953246535,108.96819867535432,108.12326392167483,96.88087023479572,4.805648188688405,23.475375426400976,3044.1098951630247
0.08,11,550.0,425.0,0.003,60,0.05,0.16,2508.5043022943432,106.491886701594,105.66141683872104,94.7287028084233,4.479916494178848,1.709148101817459,3044.2040635597705
0.085,11,550.0,400.0,0.0025,60,0.07,0.08,2808.3116511195794,109.37456917533244,108.52377950400346,96.06524256889838,4.805648188688405,8.301367626606421,3044.4249166460263
0.082,11,550.0,425.0,0.0025,60,0.05,0.16,2574.4924892424847,107.03475359891334,106.14675336823646,94.65724371270015,4.592730633826614,1.1135079982283282,3045.142594343199
0.085,10,550.0,450.0,0.003,60,0.03,0.16,2402.9351731466736,107.02443380914764,106.1943500408318,97.03585763929505,4.719160833998859,33.893161850401974,3045.2004746573493
0.085,11,550.0,425.0,0.0025,60,0.05,0.16,2714.1267618521674,108.24347297504737,107.2992689653602,95.2094289164438,4.762302425822895,3.5221192113639086,3045.830538972376
0.085,10,550.0,450.0,0.002,60,0.03,0.16,2449.0572483104606,106.4221135301245,105.5442526153402,95.99727184516647,4.718770370425185,15.4247368063915,3046.118265778074
0.085,11,550.0,450.0,0.002,60,0.03,0.16,2473.18320033579,106.81906003333566,105.93339871920234,96.3193789507963,4.718770370425185,19.978692466820004,3046.8870553815705
0.085,10,600.0,400.0,0.002,60,0.03,0.16,2477.2374185684184,106.63028588270654,105.73385094110454,96.03061012764634,4.805474533849852,15.579385498577004,3048.1560532244325
0.082,11,600.0,400.0,0.0025,60,0.03,0.16,2394.397085008355,106.16685508332277,105.33625934601919,96.23101354034856,4.6345160183722145,19.644045800888566,3049.246949828672
0.082,11,550.0,450.0,0.003,60,0.03,0.16,2346.300326741174,106.24866332407662,105.46182444728072,96.71963072318601,4.5511417571237445,28.81219453209308,3049.248534315924
0.085,11,600.0,425.0,0.003,60,0.03,0.12,2426.144939893104,106.50622237760469,105.6481582895394,96.4186253664485,4.762486803580357,21.91218622793363,3050.040707222864
0.085,10,600.0,400.0,0.0025,60,0.03,0.12,2418.109773971236,106.9007900376332,106.06083803175878,96.9055950947727,4.805648188688405,30.564648539549772,3050.3871541771464
0.082,11,550.0,400.0,0.002,55,0.05,0.08,2621.690180836473,107.57436485417178,106.45484181378102,95.59539828656924,4.634348629978358,7.911936606379271,3050.520047087858
0.082,11,600.0,400.0,0.0025,60,0.03,0.12,2354.5257752447046,106.16685508332277,105.36980221557208,96.62424014067263,4.6345160183722145,26.37638347538548,3050.9574604985664
0.082,10,600.0,400.0,0.003,60,0.03,0.16,2362.2097471408965,106.00283063524145,105.20026478584373,96.32722203760692,4.634683323092759,21.669683710515816,3051.0132888121443
0.085,10,600.0,400.0,0.002,60,0.05,0.08,2538.8845318397457,106.63028588270654,105.74425806697893,94.86605512148284,4.805474533849852,1.8439804411920617,3051.192942419815
0.082,11,550.0,425.0,0.002,60,0.03,0.16,2375.664485873465,106.75641594139633,105.9559860974239,97.02670757778083,4.592552819299112,34.11037750198924,3051.3488656579043
0.085,10,550.0,450.0,0.002,60,0.05,0.08,2511.5307187110498,106.4221135301245,105.5546428440277,94.83308021621141,4.718770370425185,1.79077588890727,3051.526362972831
0.085,10,600.0,400.0,0.003,60,0.03,0.16,2441.783162244862,107.16658620660331,106.31257826338151,96.95360405772226,4.805821756721196,31.699281707773764,3051.7748717047084
0.085,11,550.0,450.0,0.002,60,0.03,0.12,2434.3248234324656,106.81906003333566,105.96833987862865,96.72659228505918,4.718770370425185,27.017190417078936,3052.635549761916
0.082,11,550.0,425.0,0.0025,60,0.07,0.08,2566.086130229557,107.03475359891334,106.20486384874559,94.22224010169181,4.592730633826614,0.04988049761304299,3052.785888692595
0.085,10,600.0,400.0,0.003,60,0.05,0.12,2601.194970910828,107.16658620660331,106.25688288472529,94.6806376437642,4.805821756721196,0.9693362354462447,3053.4404202811006
0.085,10,600.0,425.0,0.003,60,0.03,0.12,2404.727623688196,106.07455370931191,105.22487983915207,96.06702163365897,4.762486803580357,16.71931569879768,3054.2272297673167
0.085,11,550.0,450.0,0.0025,60,0.03,0.16,2455.0009456171406,107.12395281729411,106.26258247703731,96.8465450028705,4.718965651019991,29.50260099060049,3055.157478554213
0.08,11,600.0,400.0,0.003,60,0.05,0.08,2408.225394186155,105.6326786223613,104.86588170447592,95.13698945198051,4.520652702501038,4.431451290933872,3056.3234760165415
0.082,10,600.0,400.0,0.003,60,0.03,0.12,2322.8386685624964,106.00283063524145,105.2337714113057,96.72082069999642,4.634683323092759,28.7251055482973,3056.5061350425644
0.085,11,600.0,425.0,0.003,60,0.03,0.16,2468.6955342638726,106.50622237760469,105.61331922835863,96.01264180790243,4.762486803580357,15.643883589878065,3056.740312879455
