beta,tau_r,r_max,c_max,k_c,tau_q,q_max,k_q,m_amp,m_mu,m_sigma,sse,peak,mid_mean,late_mean,jump_pct,tail_err,dip_err,loss
0.078,10,550.0,400.0,0.003,62,0.07,0.08,0.008,40.0,5.0,5046.091098940223,102.9287180133885,96.40725062813108,87.84691586958432,4.406671428425657,110.70309706924976,75.85019160157235,9356.82824163085
0.079,11,525.0,375.0,0.0035,60,0.08,0.08,0.008,44.0,3.0,2888.048334164222,106.07895063689885,102.72172672430372,92.21626123450922,4.504031799288888,11.568533170595595,670.4603957631927,9356.927364480774
0.079,11,525.0,375.0,0.0035,60,0.08,0.1,0.004,42.0,4.0,2603.0934739171857,105.64205754464062,104.65079137556742,92.93720171177252,4.504031799288888,5.59400473259447,739.9913487770873,9357.305989339442
0.078,10,550.0,375.0,0.0035,60,0.08,0.08,0.006,44.0,5.0,3881.375822445369,104.17540645403821,99.6127680665365,89.37786030449905,4.446526425685726,67.65200268015244,376.72214382675287,9357.439048042992
0.08,10,550.0,375.0,0.0035,62,0.08,0.1,0.006,44.0,3.0,2773.295488717982,105.60519094824114,103.39984705600773,92.2222053878185,4.561549761925887,13.322522683065538,687.836408836062,9357.497445748055
0.08,11,550.0,400.0,0.003,60,0.07,0.08,0.004,44.0,3.0,2666.603928275553,105.24832611020878,103.83211763937838,93.0895500642003,4.520652702501038,3.434842211952984,723.8931117475915,9357.7010821097
0.078,11,550.0,400.0,0.0035,60,0.08,0.1,0.004,44.0,3.0,2999.786921830066,104.51341546025847,103.20831133281438,91.19198686355082,4.406830318235411,29.410884167695652,615.7668791614757,9357.726683300127
0.08,11,550.0,375.0,0.003,60,0.08,0.08,0.006,42.0,6.0,4060.0057235840677,104.80736021270828,99.1963164566899,88.62263849290727,4.561396869574108,92.49620703335883,311.89535175712865,9357.820503601979
0.078,11,525.0,400.0,0.0035,60,0.08,0.08,0.01,44.0,3.0,3765.944698987686,104.9091511078573,99.8905464283807,89.69713187599818,4.406830318235411,58.73344078415885,418.41872816881545,9357.946970923758
0.079,10,525.0,400.0,0.0035,60,0.07,0.08,0.004,46.0,6.0,3182.997843923308,104.59001852995618,101.40620371256192,91.76938776729082,4.463816867475234,15.013930317762515,592.4986339329101,9357.983982329348
0.079,10,525.0,375.0,0.003,60,0.08,0.08,0.01,44.0,3.0,3476.473969727408,105.54229501621528,100.71364871484818,90.38769941844276,4.5038808598588,42.48659923316997,503.43131996723156,9358.063383064587
0.078,11,525.0,400.0,0.003,60,0.08,0.08,0.006,42.0,6.0,4388.419495951583,103.78049426442595,98.3335906073053,88.22931481518239,4.406671428367281,103.58611601613148,224.18396173434823,9358.262200170877
0.08,10,525.0,400.0,0.003,60,0.08,0.08,0.004,44.0,6.0,3284.3820011788284,104.66189369736603,101.55105764208695,90.624845218642,4.520652702497263,38.923797842719814,540.2977037690573,9358.307510683775
0.08,10,525.0,375.0,0.0035,62,0.08,0.1,0.01,44.0,3.0,3195.3078377547654,106.07938952818516,101.49044454107937,91.06029871923799,4.561549761925887,30.156999650254114,579.1132606704297,9358.36949329355
0.08,10,525.0,400.0,0.0035,60,0.07,0.1,0.004,44.0,4.0,2728.1974470851,105.2833332833751,103.7013299203438,92.81814156113245,4.520815755717722,5.29252471000836,710.0353447463668,9358.43899319032
0.079,10,525.0,375.0,0.0035,62,0.08,0.1,0.008,40.0,6.0,4839.098590283782,104.01595777561658,97.0765333763505,87.53023597098448,4.504031798559782,129.32359375136406,101.72251151136446,9358.521995089568
0.078,10,525.0,400.0,0.003,60,0.07,0.1,0.006,44.0,5.0,4009.411100246098,103.95047683338912,99.31799320980966,89.26430885441285,4.406671428425701,67.98633864381159,350.59136023763404,9358.58773268451
0.08,10,525.0,400.0,0.0035,60,0.07,0.1,0.006,44.0,5.0,3614.113837107562,104.88958856977591,100.35942276006423,90.06923058590546,4.520815755717722,47.80932279780679,463.5475742059064,9358.822610719064
0.08,11,550.0,400.0,0.003,60,0.08,0.1,0.004,42.0,4.0,3120.979187745273,104.82024888109443,102.81629137419854,90.41007578800163,4.520652702501038,47.21107996428954,567.5923493450769,9358.833658174102
0.08,11,525.0,400.0,0.0035,60,0.07,0.08,0.006,44.0,6.0,3822.1068648943465,104.98625909884689,99.3499731864425,89.9641205508145,4.5208157557121265,48.21645221187466,418.559301374016,9358.88063790914
0.079,11,525.0,375.0,0.003,62,0.08,0.08,0.006,44.0,3.0,2509.989759892175,106.02946361814249,104.08714112045337,93.97923558686752,4.5038808598588,0.18410905992988036,765.5038671935566,9358.999107666361
0.079,11,550.0,375.0,0.003,60,0.08,0.08,0.006,42.0,6.0,4205.293521736499,104.37775925634698,98.79913628978241,88.41703939342355,4.503880859800358,98.4749031716077,271.7227447962994,9359.281018332613
0.08,11,550.0,375.0,0.003,60,0.08,0.1,0.004,42.0,5.0,3048.5617168044705,105.22623910632655,102.89756416836772,90.7963410603997,4.561396869632572,37.76274876502786,597.796870908958,9359.786344963748
0.078,10,525.0,400.0,0.003,62,0.08,0.08,0.006,46.0,4.0,3353.9671292335265,104.48149007675062,100.83597202665972,91.07736523832267,4.406671428425701,28.37339094719848,537.2995339052436,9359.830673188746
0.08,11,550.0,375.0,0.0035,60,0.08,0.1,0.008,40.0,5.0,4471.998181748434,104.8106315069063,98.52295986156204,87.41651884441441,4.561549761925843,138.1831705581107,173.24423114112756,9360.089151176458
0.078,11,525.0,400.0,0.003,60,0.07,0.1,0.006,44.0,5.0,3869.946179816295,104.32965292538968,99.64473931099359,89.5341491346705,4.406671428425701,60.71660521012576,390.6810139707404,9360.231575398557
0.08,10,500.0,375.0,0.0035,60,0.08,0.08,0.006,42.0,3.0,2380.708880265416,106.44007684060189,105.28978302565528,94.62154100258918,4.561549761925887,0.5001685755069857,802.3217356807121,9360.555538490777
0.079,10,550.0,400.0,0.0035,60,0.07,0.08,0.006,46.0,3.0,3120.7574032301177,104.70062873519996,101.85219881137087,91.76571859270715,4.463816867475545,15.867972284175114,607.2786166495398,9360.711631685674
0.08,11,500.0,375.0,0.0035,60,0.07,0.08,0.01,44.0,4.0,3403.36025701296,106.64487110730688,100.31157145663838,91.49006974413263,4.561549761925887,17.637406548375655,558.6317982861212,9360.834761266366
0.079,10,550.0,375.0,0.003,62,0.07,0.08,0.006,46.0,3.0,2757.106774997642,105.31589993483206,102.7465844049959,93.3498969362789,4.5038808598588,1.5131036440265444,705.2183122135484,9361.048870008066
0.078,11,500.0,400.0,0.0035,62,0.08,0.08,0.004,46.0,6.0,2846.099803659491,105.06032886423587,102.38361580433666,92.9187962553945,4.4068303182351,4.333187612181598,679.2247196828382,9361.245582876116
0.079,10,550.0,375.0,0.003,62,0.07,0.08,0.006,46.0,4.0,3113.8250096152406,105.04125672150691,101.30259187688799,92.14507629236856,4.5038808598588,10.590915643065586,614.0875231351298,9361.891994057516
0.079,11,550.0,375.0,0.003,60,0.08,0.1,0.006,40.0,6.0,4373.641889504543,104.0970263873957,98.81178282204868,87.61031541860638,4.503880859311926,130.83910039826745,196.6454037684547,9362.036649931557
0.08,11,500.0,375.0,0.003,60,0.07,0.08,0.008,44.0,5.0,3495.131719391153,106.24069820433525,100.08563124841845,91.1230338117551,4.561396869632572,23.688118565437247,528.5450423606079,9362.06098565156
0.079,11,525.0,400.0,0.0035,62,0.07,0.1,0.004,44.0,3.0,2425.026608057326,105.50537754201534,104.76861489280857,94.56722856646134,4.463816867475545,0.5318325309367771,783.9414355434336,9362.483940972725
0.078,10,525.0,375.0,0.0035,62,0.08,0.08,0.004,46.0,5.0,2712.354034310823,105.11478070605413,103.04523778717399,93.40067626509513,4.446526425685726,1.6901593492287494,713.3364508913453,9362.593209478504
0.079,10,500.0,400.0,0.0035,60,0.08,0.1,0.006,44.0,4.0,3123.227124269987,105.29734084710569,102.29709101924377,91.10576939681002,4.463816867475545,29.228060572593165,595.1672731585218,9362.634691077172
0.079,10,525.0,375.0,0.0035,62,0.07,0.08,0.004,46.0,6.0,2739.8034652836473,105.26468597971638,102.53429726338088,93.73035033088688,4.504031799288577,0.1894117995109362,709.6135574319023,9362.682890551843
0.079,11,500.0,375.0,0.003,60,0.07,0.08,0.006,44.0,4.0,2604.940527290842,106.25347801464295,103.47048010076067,94.05671638251724,4.5038808598588,0.010383573683766004,749.7228860963693,9362.724461545606
0.079,11,550.0,400.0,0.003,62,0.08,0.08,0.006,42.0,6.0,4433.77191748235,103.79427185049761,97.96077862610946,88.1892505241074,4.463655896462071,106.2929012583962,208.2312515189266,9362.819273229274
0.078,11,500.0,400.0,0.003,62,0.08,0.08,0.008,44.0,5.0,4122.074896493358,104.7173426668786,98.38043635856887,89.4198373245909,4.406671428425701,64.15454594756211,333.94646407886347,9362.858352401207
0.078,10,500.0,375.0,0.0035,60,0.07,0.08,0.004,42.0,3.0,2247.5896339493825,106.43200208036433,105.90938604771637,96.38490048569034,4.446526425685726,16.845668255643027,817.6954287585788,9362.887686832335
0.078,11,550.0,375.0,0.0035,60,0.07,0.1,0.01,44.0,3.0,3746.5963785701133,105.05722539277824,99.93076623169775,89.86405433495169,4.446526425685726,52.01615308544898,433.5590586995469,9362.96997690441
0.08,10,500.0,400.0,0.0035,62,0.08,0.1,0.01,40.0,5.0,4878.845546218391,104.58692609251007,96.9868618550108,87.43525985128758,4.520815755717633,133.2474616586561,94.6389461429556,9363.0877371226
0.08,11,550.0,400.0,0.0035,60,0.07,0.1,0.01,40.0,4.0,4757.7264214258375,104.4882938978472,97.57851535772025,87.39321886153539,4.520815755717722,132.4101150373555,121.1213934333768,9363.157702894128
0.08,10,500.0,400.0,0.003,60,0.08,0.08,0.006,44.0,5.0,3362.5640758183804,105.31373492344207,101.08113329110998,90.64775126304374,4.520652702501038,37.18188011242151,532.0941299827391,9363.16363118332
0.08,10,550.0,400.0,0.0035,60,0.08,0.08,0.004,44.0,3.0,2788.6085550724733,104.95715530817193,103.69784294015827,92.17258233327597,4.520815755717722,13.66582873263851,683.3858513842051,9363.22956131259
0.08,11,525.0,400.0,0.0035,62,0.08,0.1,0.008,44.0,3.0,3026.8854506270627,105.81177611342719,102.25747228034871,91.37918818713618,4.520815755717722,25.342903643115385,619.4738693366559,9363.297651636407
0.08,10,525.0,400.0,0.003,62,0.08,0.08,0.004,44.0,3.0,2482.023292573226,105.43648123750766,104.58070373360506,93.93692760032907,4.520652702501038,0.38939876171648546,769.2394584515548,9363.312670024301
0.08,11,525.0,375.0,0.0035,62,0.07,0.08,0.004,42.0,4.0,2252.8669158970365,106.08375883131801,105.29502312066145,95.96387810498949,4.561549761925887,10.78998264837701,813.6378174288069,9363.31550023078
0.08,10,525.0,400.0,0.003,60,0.07,0.1,0.004,44.0,4.0,2805.5341830395946,105.17980022368772,103.44217680257441,92.41548671206948,4.520652702501038,9.183678533565237,688.0807759730303,9363.651213079032
0.078,10,500.0,400.0,0.0035,62,0.07,0.1,0.008,46.0,3.0,2952.390987630839,105.42249847055588,102.01818783753109,92.79854891106463,4.406830318235411,4.426523786647618,662.8707868564277,9363.765569227733
0.078,11,500.0,375.0,0.0035,60,0.07,0.08,0.004,44.0,5.0,2449.4051437948233,105.71917030643479,104.24870337637196,94.99380719607464,4.446526425685726,3.110923985811332,778.0058814169323,9363.87106480899
0.079,11,500.0,400.0,0.0035,60,0.07,0.1,0.01,40.0,5.0,4995.6074017115,104.53192401434633,96.75378037194159,87.59138635572373,4.463816867475456,119.74977825609766,91.95764580227194,9363.936479010714
0.08,10,500.0,375.0,0.003,62,0.08,0.1,0.006,44.0,5.0,2968.8145786007512,105.97935593115771,102.2339595888813,91.89866016968648,4.561396869632572,16.26582758727719,644.8292008503238,9363.981561804298
0.078,10,500.0,400.0,0.003,62,0.07,0.1,0.006,46.0,3.0,2699.3756184739723,105.35731336961948,103.22509997686859,93.61914429692874,4.406671428425701,0.6056399909997986,722.8814031908457,9364.50588322876
0.08,11,525.0,400.0,0.003,60,0.08,0.1,0.004,42.0,4.0,2842.8475728145936,105.31891914196868,103.78390535267677,91.59461004601295,4.520652702501038,22.90630178910311,663.3730373034987,9364.5798705673
0.08,10,500.0,400.0,0.0035,60,0.08,0.1,0.01,42.0,4.0,4204.3706424856455,105.286443418906,99.0017345258905,88.28411528716921,4.520815755717722,103.55040516238022,276.5645566089743,9364.92288570156
0.08,11,525.0,375.0,0.0035,62,0.07,0.1,0.008,44.0,5.0,3695.6268047186254,105.84041644929863,99.49566026189441,90.38638280079134,4.561549761925887,39.13449329414331,462.18611444130846,9365.04204123203
0.079,10,550.0,375.0,0.0035,60,0.07,0.1,0.004,44.0,3.0,2618.523285499714,105.2489716986031,104.3036165021874,93.34506167716108,4.504031799288888,1.974841050108378,740.303095020278,9365.116258768528
0.08,11,550.0,375.0,0.003,60,0.07,0.08,0.004,42.0,3.0,2439.743332829587,105.73668662903805,104.9057752070295,94.30471631805128,4.561396869632572,0.07672709808737606,784.1800069993365,9365.2783475869
0.078,11,550.0,375.0,0.0035,62,0.07,0.08,0.008,46.0,3.0,3035.8007871184936,105.33935149107248,101.47585211954879,92.57099309794789,4.446526425685726,6.0166169566035625,639.7054618479708,9365.446793640058
0.078,11,525.0,375.0,0.003,62,0.07,0.1,0.008,44.0,5.0,4100.290966858695,104.87955485171567,98.44263156750654,89.54706388722063,4.446377438062865,58.4510949358485,348.0761082619564,9365.575444390983
0.08,10,550.0,400.0,0.003,62,0.07,0.08,0.004,46.0,3.0,2630.9076323239155,105.0511355989023,103.57706096982622,93.59930954842842,4.520652702501038,0.8675006384905022,732.7391152722334,9365.59250447458
0.078,11,525.0,375.0,0.003,60,0.08,0.08,0.008,44.0,4.0,3637.670447696461,105.21084436250854,100.16687856667656,90.05561244923963,4.446377438062865,49.51563975074878,459.0868474104523,9365.60026160218
0.08,11,550.0,400.0,0.003,60,0.08,0.1,0.008,40.0,4.0,4320.866258951662,104.45319540270621,99.11750653252282,87.4213381382464,4.520652702501038,140.93945274766088,197.99778606114452,9365.71281750322
0.078,11,525.0,375.0,0.0035,60,0.08,0.1,0.004,42.0,3.0,2518.147993135523,105.8439735267382,105.19443996306407,93.5168963498788,4.446526425685726,1.8316729555495197,768.7799293492625,9365.854068975335
0.079,11,500.0,375.0,0.0035,62,0.07,0.1,0.006,44.0,4.0,2502.9281396939305,106.35033538582277,103.82454000631587,94.51244796945868,4.504031799288888,0.6702405410396295,770.9415258373929,9365.909175921206
0.08,10,550.0,375.0,0.003,60,0.08,0.1,0.01,42.0,3.0,3868.8760601226677,105.17243139918867,100.17145697517412,88.58700259159144,4.561396869632572,96.88968344879272,352.051502503248,9366.154977417327
0.08,10,550.0,400.0,0.003,62,0.07,0.08,0.008,42.0,5.0,4699.386245567685,103.99584982084444,97.09439012700038,88.21640675237326,4.520652702501038,99.3802795527173,167.12225997647528,9366.291976550881
0.079,10,500.0,375.0,0.0035,60,0.07,0.1,0.004,40.0,3.0,2266.171940151214,106.91389594184481,106.33261493131181,95.84407206859458,4.504031799288888,9.027791811231939,828.4629041869729,9366.294701651821
0.08,10,525.0,375.0,0.0035,60,0.07,0.1,0.006,44.0,4.0,2880.31403838589,105.86585663725647,102.78981125720065,92.38415282009768,4.561549761925887,8.708521818018582,676.9924106125658,9366.75780482159
0.078,11,525.0,400.0,0.0035,62,0.08,0.08,0.004,46.0,4.0,2681.034249071137,105.06378152606645,103.35204756977726,93.35028507815697,4.406830318235411,2.1365415941963803,720.0657755763934,9366.892539506403
0.078,11,500.0,400.0,0.003,62,0.08,0.08,0.004,44.0,3.0,2368.3429356892098,105.52313343951266,105.05695642539936,94.98367135468983,4.406671428425701,1.785077649541927,796.241371242392,9366.933166532743
0.079,11,525.0,400.0,0.0035,62,0.08,0.08,0.004,44.0,3.0,2423.689289805147,105.50537754201534,104.77478469354136,94.41031187717863,4.463816867475545,0.09036527108342884,783.9414355434336,9367.140469976428
0.079,11,525.0,400.0,0.003,62,0.07,0.08,0.004,46.0,5.0,2785.1724990906323,105.13002604013947,102.55690897061075,93.26714254459513,4.463655896520535,1.8101957404204918,697.0996779055048,9367.140500730653
0.079,11,525.0,400.0,0.0035,60,0.08,0.1,0.01,40.0,4.0,4645.492172297207,104.47958021658556,98.06560005497629,87.25650152685884,4.463816867475545,143.01019885219614,131.27789974483073,9367.17814680115
0.08,10,550.0,375.0,0.003,62,0.08,0.1,0.004,44.0,5.0,2960.0979249294646,105.06525004691154,102.68063737844018,91.4560566354381,4.561396869632572,24.828778433252133,629.2972978836018,9367.235659872713
0.08,11,500.0,400.0,0.0035,62,0.07,0.1,0.004,40.0,3.0,2218.251267767438,106.69415944947428,106.22445474476008,96.07473613821026,4.520815755717722,11.072085303020458,831.1254995269007,9367.330422297206
0.079,10,525.0,375.0,0.0035,62,0.08,0.1,0.006,44.0,6.0,3756.770640453977,104.782768642059,99.69145570867518,89.67962388878328,4.5040317992833145,60.320552408745016,414.32225846594355,9367.659665672316
0.08,10,500.0,400.0,0.003,62,0.07,0.1,0.008,44.0,5.0,3948.6497326317713,105.2147150156478,98.87702116333718,89.7772523906977,4.520652702501038,53.37207464413996,388.3809259453768,9367.694584588087
0.078,10,525.0,375.0,0.0035,60,0.08,0.1,0.004,44.0,4.0,2768.1685215275197,105.1104846565566,103.84944709144108,92.4166158156022,4.446526425685726,10.205652117946784,696.310453307866,9367.944373023502
0.078,11,500.0,375.0,0.003,62,0.07,0.08,0.006,44.0,3.0,2326.363366736164,106.13398977842391,104.623719049107,95.84882361541955,4.446377438062865,10.357240900031433,798.761176165993,9367.961676007446
0.079,10,500.0,375.0,0.0035,60,0.07,0.08,0.004,40.0,3.0,2201.5521948979303,106.91389594184481,106.37712790633377,96.66267425138166,4.504031799288888,20.56944488946266,828.4629041869729,9367.965046420262
0.08,11,525.0,400.0,0.0035,60,0.07,0.1,0.006,44.0,4.0,3084.179953561839,105.57080522143195,102.11744214280496,91.51714349754748,4.520815755717722,20.104332647871175,616.3404262054554,9368.00818988742
0.078,10,525.0,400.0,0.0035,62,0.08,0.1,0.004,46.0,5.0,3106.172374184786,104.42927640853874,102.03252113828178,91.43747703390397,4.406830318235411,23.559374328853153,597.2530633697389,9368.041188238481
0.079,11,500.0,375.0,0.003,60,0.07,0.08,0.008,44.0,3.0,2606.4830412774404,106.53243218375974,103.46653795356983,94.05350590164443,4.5038808598588,0.009320875256062271,752.2870330050722,9368.268817188258
0.079,11,500.0,375.0,0.003,60,0.08,0.08,0.006,44.0,5.0,3041.9486229499607,105.90812812194828,102.00071693823824,91.84555580102574,4.5038808598588,15.761586682531247,632.0832886466259,9368.329093221972
0.08,11,550.0,400.0,0.0035,62,0.08,0.1,0.006,44.0,3.0,2960.235691497795,105.30548548908506,102.7400043377985,91.37006720154147,4.520815755717722,26.55719849893557,629.2057624050226,9368.351844998748
0.079,10,550.0,400.0,0.0035,62,0.07,0.1,0.004,46.0,6.0,3466.065266753564,104.0638183459389,100.5656065536257,90.65639855278725,4.463816867475234,35.32294931565791,501.9032255013072,9368.576395442024
0.079,10,500.0,375.0,0.0035,62,0.07,0.08,0.004,44.0,5.0,2337.7761071790596,105.80033293127636,104.49229634261812,95.81471094718113,4.504031799288888,10.094361068928265,793.5424889478733,9368.650536279685
0.08,11,500.0,375.0,0.003,62,0.07,0.1,0.01,44.0,4.0,3441.0670640450835,106.55144865620585,100.18775225086492,91.19218085891481,4.561396869632572,23.5111411302929,541.5446448370797,9368.721660895171
0.08,11,525.0,400.0,0.0035,60,0.07,0.1,0.004,44.0,6.0,3082.3582941158343,105.14223042691432,102.13304254830476,91.5197465421624,4.520815755713969,20.065170949054917,613.2282194804277,9368.762267195223
0.078,11,550.0,400.0,0.003,62,0.08,0.08,0.006,44.0,5.0,4057.1957417097924,103.86214316336446,98.89012609176652,89.07515349476861,4.406671428425701,77.17951764508122,323.92296154497194,9368.991369684447
0.08,11,525.0,375.0,0.0035,62,0.07,0.1,0.006,44.0,4.0,2646.870418200153,106.25761390718577,103.29318255255694,93.54687095931614,4.561549761925887,0.8970771604165655,737.4019273268257,9369.006798324293
0.079,10,500.0,400.0,0.0035,60,0.08,0.1,0.008,44.0,3.0,3125.564986645118,105.56451186584687,102.29319339540896,91.10265677380447,4.463816867475545,29.28450149347149,597.8239109762205,9369.068134489627
0.08,10,525.0,400.0,0.003,60,0.08,0.08,0.008,44.0,3.0,3290.1734095744555,105.31421936488425,101.5316871955957,90.61918421248126,4.520652702501038,39.04225522234216,546.3401780473299,9369.130458764641
0.079,11,500.0,400.0,0.003,60,0.08,0.08,0.01,44.0,3.0,3381.4790719440734,105.77126542451143,100.97799101165046,90.68419561960954,4.463655896520535,35.974303724225464,534.5569381460023,9369.137365351567
0.079,11,550.0,400.0,0.0035,62,0.07,0.08,0.006,46.0,4.0,3243.669575031365,104.8471435403662,100.8972099374966,91.6721748888986,4.463816867475545,16.608347311421415,577.8705999685305,9369.25581645274
0.078,10,550.0,375.0,0.0035,60,0.07,0.08,0.006,44.0,6.0,4254.085963975683,103.88669022862067,98.26432912459771,89.18636586381812,4.4465264256801085,67.38237812832708,299.79711947817805,9369.30231595439
0.079,11,500.0,375.0,0.0035,62,0.08,0.08,0.006,44.0,4.0,2501.0729367394433,106.35033538582277,103.83066126948094,94.35556874332744,4.504031799288888,0.14196857667588408,770.9415258373929,9369.45731388445
0.079,11,500.0,400.0,0.0035,62,0.08,0.08,0.004,42.0,3.0,2261.4330491566693,106.22290564872252,105.77231159191089,95.65146548904148,4.463816867475545,6.099382648852511,821.7655088654913,9369.599722165676
0.078,11,525.0,400.0,0.0035,62,0.07,0.1,0.006,46.0,3.0,2787.4664122623008,105.25204410561045,102.85608125206097,93.09658219897389,4.406830318235411,2.909527009784512,699.022989628126,9369.650563587067
0.079,11,500.0,400.0,0.0035,62,0.08,0.1,0.01,40.0,5.0,4906.859688407794,104.53192401434633,96.88889216792231,87.46380287103722,4.463816867475456,131.29156350363795,91.95764580227194,9369.817581020841
0.08,10,525.0,400.0,0.0035,60,0.07,0.1,0.01,42.0,4.0,4468.662818021512,104.79351481068882,98.09646374987427,88.20722340345532,4.520815755717722,100.82280196012228,223.1939350976269,9369.936271331708
0.079,11,500.0,375.0,0.0035,62,0.07,0.1,0.008,44.0,3.0,2504.1855362422,106.63445932711213,103.82058482323426,94.50922203086697,4.504031799288888,0.6613913498961379,773.386957773012,9370.02149078539
0.078,10,550.0,400.0,0.003,60,0.08,0.08,0.004,46.0,3.0,3071.088684328225,104.2180801666328,102.62884333521842,91.37583487021425,4.406671428425701,25.006481075412026,605.5290050756469,9370.143219764905
0.08,10,550.0,400.0,0.0035,60,0.07,0.08,0.01,44.0,3.0,3873.5711901257837,104.82844058593899,99.43803201423886,89.65563826272243,4.520815755717722,57.20759731698778,398.62424538833693,9370.235291959987
0.079,11,550.0,400.0,0.0035,62,0.07,0.08,0.004,46.0,3.0,2558.8053221592527,105.15223915598915,103.79700105082983,94.0869357515223,4.463816867475545,0.002453074158859992,751.2651376718495,9370.286832461401
0.079,10,525.0,400.0,0.003,62,0.08,0.08,0.004,46.0,5.0,2971.795243309844,104.74809108178461,102.20674295663392,92.09185402263836,4.463655896520535,13.431704142496649,639.6696501890086,9370.531651763049
0.078,10,500.0,400.0,0.0035,60,0.08,0.1,0.006,44.0,5.0,3667.58569581565,104.54180534576878,100.45899300029012,89.72439264931735,4.406830318235411,59.02404605740806,438.6723466739973,9370.56660006996
0.08,11,550.0,375.0,0.003,60,0.08,0.1,0.004,42.0,6.0,3300.4404542048087,104.96249898617226,101.950671065654,90.02618626266604,4.561396869593626,55.26465869873878,521.0727879714348,9370.574124259492
0.078,10,500.0,375.0,0.0035,60,0.08,0.08,0.004,42.0,3.0,2318.7333003897866,106.43200208036433,105.87993171962509,95.35496305882971,4.446526425685726,4.053995472908899,817.6954287585788,9370.923329520225
0.078,11,500.0,400.0,0.003,60,0.08,0.1,0.006,44.0,4.0,3227.654728567886,105.1235743968793,101.94876156769995,90.76723553860553,4.406671428425701,35.82619877923439,564.4127839428277,9370.986384235342
0.08,10,525.0,375.0,0.0035,62,0.08,0.1,0.008,44.0,4.0,3332.533277214027,105.79151162821051,101.021338934128,90.67407278282666,4.561549761925887,37.68502069398205,539.9862708248222,9371.153747886576
0.08,11,525.0,375.0,0.0035,62,0.07,0.1,0.004,44.0,6.0,2646.974215344659,105.79829128459842,103.30894802479402,93.54954172298879,4.561549761922179,0.888609757364801,734.2633443513371,9371.698724786147
0.079,11,500.0,375.0,0.003,60,0.07,0.08,0.004,44.0,6.0,2606.1957472126974,105.76604998822684,103.4862998205167,94.05941895197303,4.503880859855047,0.011323346855575102,747.0109406793016,9371.986376578294
0.078,11,525.0,375.0,0.0035,60,0.07,0.08,0.01,44.0,4.0,4065.2774972012585,105.23775287119871,98.55243746095452,89.82770960722726,4.446526425685726,49.43886301546705,373.22356255061726,9372.006359263856
0.078,10,525.0,400.0,0.003,62,0.08,0.08,0.008,42.0,5.0,4703.306958463293,103.60896959004931,97.23102553209367,88.08145947088079,4.406671428425701,107.22502496204041,155.15955338807524,9372.415165426988
0.08,11,550.0,375.0,0.0035,62,0.07,0.1,0.006,44.0,6.0,3743.138951781829,105.14986716015848,99.51459632826632,89.99161953259829,4.561549761920314,49.291961651086304,434.0551958395617,9372.526394636481
0.078,11,500.0,400.0,0.003,62,0.07,0.1,0.004,44.0,3.0,2370.784100220135,105.52313343951266,105.05084755713483,95.13950787607939,4.406671428425701,3.1608116510386295,796.241371242392,9372.68336057551
0.08,10,500.0,375.0,0.003,60,0.08,0.08,0.008,42.0,6.0,4427.653433875395,105.14715158240986,97.97931163284622,88.40080439818793,4.5613968695546125,95.82888007821877,239.1151997812915,9372.751453848961
0.079,10,550.0,375.0,0.003,60,0.08,0.08,0.008,40.0,5.0,4736.438386326104,103.90651034748284,97.6045615267474,87.44008729659663,4.503880859858733,133.67699793807805,119.7375777268857,9373.050079664805
0.079,11,525.0,400.0,0.0035,62,0.08,0.1,0.01,44.0,3.0,3558.75683142793,105.34122500283617,100.42063205436709,89.99323431063704,4.463816867475545,53.51490139225585,470.0752199079953,9373.05378558685
0.078,10,525.0,400.0,0.003,60,0.07,0.1,0.006,42.0,6.0,4543.161665304975,103.39748180848689,97.99788864057263,88.17035012882815,4.406671428367281,101.67233491335672,196.543540647419,9373.083630231047
0.08,11,550.0,375.0,0.003,62,0.08,0.08,0.01,44.0,3.0,3391.051069458091,105.82857957817103,100.66352592077808,90.62629147092579,4.561396869632572,38.25265427344607,526.160285930217,9373.140328709113
0.079,10,525.0,400.0,0.0035,60,0.08,0.1,0.006,44.0,3.0,3062.56055913942,105.04782525018385,102.7717487503118,91.0954229957593,4.463816867475545,30.534397590043987,606.6920942000594,9373.312987172001
0.08,10,525.0,375.0,0.0035,60,0.07,0.1,0.004,44.0,6.0,2880.221404251408,105.40515505510861,102.80551033088105,92.38678139535685,4.561549761922179,8.6824923083874,674.2166214577699,9373.404131229934
0.08,11,525.0,375.0,0.003,60,0.07,0.08,0.008,42.0,6.0,4579.892051622117,105.10383379428264,97.40295009380321,88.48613274665237,4.5613968695546125,88.40398376951072,217.35179244038738,9373.521585266004
0.078,11,525.0,375.0,0.0035,60,0.07,0.08,0.008,42.0,6.0,4801.287456853999,104.30038339805232,96.81808710875978,88.36781565267704,4.4465264256077885,90.02462438238145,165.15665522611062,9373.523494549558
0.08,11,525.0,400.0,0.003,60,0.07,0.1,0.004,42.0,3.0,2542.031387801489,105.57803832701507,104.78779372798962,93.51750861747422,4.520652702501038,1.400590443466566,761.1572153808638,9373.574763812374
0.079,11,500.0,375.0,0.0035,62,0.08,0.08,0.008,44.0,3.0,2502.3350641224033,106.63445932711213,103.82670587148898,94.35234787302898,4.504031799288888,0.1379827859718627,773.386957773012,9373.622780092332
