beta,tau_r,r_max,c_max,k_c,tau_q,q_max,k_q,m_amp,m_mu,m_sigma,sse,peak,mid_mean,late_mean,jump_pct,tail_err,dip_err,loss
0.08,11,525.0,400.0,0.0035,62,0.08,0.08,0.01,46.0,4.0,4355.2907687109955,105.7159165963612,98.4386164673462,89.04790147933528,4.520815755717722,76.67075904266633,542.8012447703425,11349.172571874664
0.078,11,500.0,375.0,0.0035,62,0.07,0.1,0.01,46.0,5.0,4730.8944185905775,105.68678686903134,97.18630099111516,89.03524826319138,4.446526425685726,69.89468680929087,476.62713496873306,11349.899706795599
0.078,11,500.0,400.0,0.0035,62,0.08,0.08,0.008,46.0,6.0,4969.845394177513,104.75695249990329,96.76300277970377,88.1954682904869,4.406830318234767,100.31990000109259,379.8985464762973,11349.958606591023
0.08,10,500.0,375.0,0.003,60,0.08,0.1,0.004,46.0,5.0,2858.878142806705,106.46754180037628,104.43877650321365,92.85573635140634,4.561396869632572,6.1965394502001825,960.0185476310658,11349.973681489417
0.079,10,550.0,375.0,0.0035,60,0.08,0.08,0.008,42.0,6.0,5676.887823371169,103.92462705475123,95.96685006879838,86.24953402673708,4.504031799210928,182.57690643179683,132.47954809216742,11350.053914495686
0.08,10,550.0,375.0,0.0035,60,0.08,0.1,0.008,40.0,6.0,5681.160321881975,104.04583663616518,96.38677972193163,85.67411756389028,4.561549761196582,215.33983532043624,93.24024755933873,11350.486594331136
0.079,10,550.0,400.0,0.0035,62,0.08,0.08,0.008,40.0,6.0,5950.20963768355,103.09580082526584,95.24446315283858,86.12004154478316,4.4638168667465505,188.5260692854095,62.83858251782986,11350.687345050024
0.079,11,525.0,375.0,0.0035,60,0.08,0.1,0.008,46.0,4.0,3798.755676099287,106.03269548397498,100.70788559736205,89.71480448872435,4.504031799288888,60.28311401892688,685.5636210673077,11350.724656027784
0.08,11,550.0,375.0,0.003,60,0.07,0.1,0.006,46.0,6.0,4298.672193260039,105.32371401361834,99.09206433462046,88.72785711844527,4.561396869632106,85.4029340706382,543.3787243554495,11350.816130087975
0.079,10,525.0,400.0,0.0035,60,0.08,0.1,0.008,44.0,5.0,5059.391639944149,104.38065026384257,97.60846042794256,86.88012220831831,4.463816867475545,158.498810508458,291.7883390324968,11350.886173744277
0.08,11,500.0,375.0,0.0035,62,0.07,0.08,0.004,42.0,3.0,2302.1274165449527,107.6958419725889,107.2762926614311,98.04941336482635,4.561549761925887,47.61593813747889,1049.3799126936426,11351.34838338679
0.079,11,550.0,375.0,0.0035,60,0.08,0.1,0.008,44.0,5.0,4884.234776356906,104.92580790457968,97.9856699990853,87.10170216411413,4.504031799288888,149.89959049820874,341.1292412469277,11351.419343498595
0.078,11,500.0,400.0,0.0035,62,0.08,0.1,0.01,44.0,5.0,5356.522509528334,104.7289151042939,96.31191581470553,87.09091394093281,4.406830318235411,145.13258988325083,248.934420764873,11351.603035486864
0.079,11,500.0,375.0,0.003,62,0.08,0.1,0.01,46.0,4.0,3940.0473981280015,106.42212985715061,99.67907987381125,89.90472240400145,4.5038808598588,53.83699604471215,664.0705125810941,11352.362066283451
0.079,10,525.0,375.0,0.003,60,0.07,0.1,0.008,46.0,5.0,4539.210279729684,105.217735681112,98.31301099839979,88.61891670319702,4.5038808598588,86.28632459067308,494.471435003247,11353.277745578862
0.079,10,550.0,375.0,0.003,60,0.07,0.08,0.01,42.0,5.0,5878.926526917107,104.11132897236594,95.31307209811214,86.47114742393624,4.5038808598588,165.25262291108413,117.66557598367416,11353.33445138665
0.08,11,500.0,400.0,0.0035,62,0.07,0.1,0.008,46.0,6.0,4631.545381212892,105.6320091931146,97.56887614870001,88.82041842606077,4.5208157557171,78.52414008576127,483.8203421007734,11353.474977404765
0.079,11,550.0,375.0,0.0035,62,0.08,0.08,0.01,46.0,4.0,4493.444200548502,105.43374212667085,98.09404206698073,88.781173779598,4.504031799288888,84.49830744334511,503.2112673312462,11353.523790820494
0.08,10,500.0,400.0,0.003,62,0.07,0.08,0.01,42.0,6.0,6064.219547196855,104.45964915750355,94.47289271787785,86.78658045944931,4.5206527024035825,148.23683439721242,102.92175435230175,11353.717658233902
0.078,10,500.0,400.0,0.003,60,0.07,0.1,0.008,44.0,6.0,5520.196987960162,104.006643111336,96.12050052800274,86.97665053698697,4.406671428418241,143.83840668176165,215.68924397663878,11354.137039231824
0.079,10,525.0,375.0,0.003,62,0.08,0.1,0.008,46.0,5.0,4458.527525921429,105.217735681112,98.4501452437137,88.4899544545138,4.5038808598588,96.23749010434838,494.471435003247,11354.34445430563
0.078,10,525.0,400.0,0.003,60,0.08,0.1,0.01,46.0,3.0,4432.7037370106145,104.67674767702388,99.21884767386544,88.148865152863,4.406671428425701,109.69852583534953,485.69572812673937,11354.385879802529
0.08,11,525.0,400.0,0.003,60,0.08,0.08,0.006,46.0,6.0,4322.969408177356,105.1600578507478,99.03653049462086,88.53540647159488,4.520652702500549,94.88782493927077,524.5113897556416,11354.97819982673
0.08,11,525.0,375.0,0.0035,60,0.07,0.1,0.004,46.0,4.0,2668.9713928998344,106.66323602342652,105.05512543909579,94.24947557049819,4.561549761925887,0.036061306654513764,1012.5542740456295,11355.195353662999
0.078,11,525.0,375.0,0.0035,62,0.07,0.08,0.01,42.0,6.0,6134.834606935893,104.20833942899574,94.26339471838696,86.8761244192358,4.446526425588315,142.51428510525733,94.62655212357923,11355.7328483341
0.08,11,550.0,375.0,0.003,60,0.08,0.1,0.006,46.0,4.0,3546.440433673814,105.87572870148745,101.85362500369277,89.95049084799214,4.561396869632572,57.1644222639594,741.6261157062795,11355.756508864659
0.079,10,525.0,400.0,0.003,62,0.07,0.1,0.01,46.0,4.0,4798.462603387534,104.79766753080888,97.46903355315814,88.32274284315145,4.463655896520535,96.32038783292707,424.6544330194199,11356.237690893482
0.08,11,525.0,400.0,0.003,60,0.07,0.08,0.008,46.0,5.0,4544.586643941406,105.36243459618133,98.09466391973788,88.74386194012632,4.520652702501038,81.84137194149032,498.4029044274127,11356.299051618445
0.078,11,525.0,375.0,0.003,60,0.08,0.1,0.006,46.0,6.0,4351.1098263680515,104.94642390116383,99.1725664330144,88.37676104312801,4.446377438062377,100.32413129605145,512.5740898591214,11356.365842187053
0.08,11,550.0,375.0,0.003,62,0.08,0.1,0.006,46.0,6.0,4220.87658660682,105.32371401361834,99.2318938190966,88.59692352940324,4.561396869632106,95.45279597230578,543.3787243554495,11356.525592018199
0.08,10,500.0,375.0,0.003,62,0.08,0.08,0.004,46.0,4.0,2491.091514559564,106.78080195459798,105.62623355899764,95.554210566343,4.561396869632572,5.262951617890513,1044.9083411905367,11357.150989208143
0.079,11,550.0,400.0,0.0035,62,0.08,0.08,0.008,42.0,6.0,5766.540991457022,103.77166505036456,95.4983737880695,86.32607951157138,4.46381686739763,179.15137615027137,115.222591526476,11357.63744851444
0.08,10,525.0,375.0,0.003,60,0.08,0.08,0.008,44.0,6.0,5135.518020285624,105.01653988518767,96.97921661715144,87.17422929384684,4.561396869625112,142.72892743132698,299.4821776662071,11357.683613549314
0.078,11,500.0,375.0,0.0035,60,0.07,0.08,0.004,46.0,3.0,2430.526586294517,106.7225801603963,106.19548279751814,96.62412377267098,4.446526425685726,20.311439600785558,1045.9054897275448,11357.908603811116
0.079,10,500.0,375.0,0.003,62,0.08,0.1,0.01,40.0,6.0,6001.674075419729,104.22810213073086,95.09264047607806,86.0978821899827,4.503880858947418,188.40059808400616,64.92615921766276,11357.983907126873
0.079,11,550.0,375.0,0.0035,62,0.08,0.1,0.01,42.0,5.0,5629.8416319022235,104.58854596299227,95.96058733945218,86.23034766793896,4.504031799288888,186.30679364420885,141.4857896839757,11358.376118973192
0.078,11,500.0,375.0,0.0035,60,0.07,0.1,0.004,46.0,3.0,2495.689935137538,106.7225801603963,106.15159944807333,95.81571337167887,4.446526425685726,8.967832295055736,1045.9054897275448,11358.673823111398
0.078,10,550.0,400.0,0.003,60,0.07,0.1,0.008,46.0,4.0,4877.413145359479,103.87056494469694,97.87379523942467,87.69328168239846,4.406671428425701,120.59310450987905,374.91937155531286,11359.286037470407
0.079,10,550.0,400.0,0.003,60,0.08,0.08,0.01,46.0,3.0,4538.697627796928,104.51795957652685,98.7258673019322,88.0535607856206,4.463655896520535,112.55511493080483,457.304330423692,11359.301539611959
0.08,11,500.0,375.0,0.003,62,0.08,0.08,0.004,46.0,5.0,2570.7931583574677,106.83976500500069,104.9759470739805,95.00940091953088,4.561396869632572,1.9072569700944482,1029.8700135115644,11359.879525991964
0.08,11,525.0,400.0,0.0035,60,0.08,0.1,0.01,44.0,4.0,4753.200607168113,105.45523452522912,98.31919304169227,87.338580779874,4.520815755717722,140.66277220337815,385.45182754366067,11360.851844381079
0.079,11,525.0,400.0,0.003,62,0.08,0.08,0.008,44.0,6.0,5411.29855673164,104.3723655267066,96.08071791281786,86.99912128602556,4.463655896513052,149.0494469988081,228.3154143015678,11361.045798066327
0.08,11,500.0,400.0,0.0035,62,0.08,0.08,0.01,42.0,6.0,5881.137482054523,104.9078753401199,95.00250519788705,86.56827713545631,4.520815755620289,164.33525499841028,122.09271710696704,11361.412767674892
0.079,11,525.0,375.0,0.0035,60,0.08,0.1,0.01,46.0,3.0,3656.0574512798635,106.31390376202835,101.1788981187595,90.10089845167094,4.504031799288888,50.65133023493035,731.5019385464087,11361.70877878898
0.078,11,525.0,375.0,0.0035,62,0.07,0.1,0.008,46.0,6.0,4956.080516297064,104.91384435378826,96.80930414724284,88.29756908713782,4.446526425685082,94.0713054876091,394.2773645143485,11361.931834922663
0.079,11,500.0,400.0,0.0035,62,0.07,0.08,0.01,46.0,5.0,4894.9171460237285,105.4672393402334,96.66790041440422,88.90044751561756,4.463816867475545,72.85631077401123,438.6531869705529,11361.993757396234
0.08,11,550.0,375.0,0.003,62,0.07,0.1,0.008,46.0,5.0,4448.3233141031415,105.52360480541397,98.27261098230359,88.79510292485415,4.561396869632572,82.42687668530519,516.7833029514057,11362.991197016156
0.079,10,550.0,375.0,0.003,60,0.07,0.08,0.008,46.0,5.0,4836.653848725904,104.68844909483245,97.43154462475636,88.22325919131976,4.5038808598588,98.20388972211614,414.75629007357594,11363.090695740359
0.08,10,525.0,375.0,0.0035,60,0.07,0.1,0.01,44.0,5.0,5226.662200348052,105.37073120167787,96.7133184701516,87.36014053048369,4.561549761925887,129.74453381027303,303.938190067592,11363.145845160314
0.079,11,525.0,400.0,0.003,62,0.07,0.1,0.01,46.0,4.0,4644.936273046819,105.18127659373262,97.79283950827497,88.59194309835298,4.463655896520535,87.64801189054147,469.7976708945725,11363.547243487938
0.079,11,525.0,375.0,0.0035,60,0.08,0.08,0.008,46.0,5.0,4286.604135615435,105.69583288420517,98.88244413316811,89.0361978982814,4.504031799288888,76.34131345764666,561.5480222835863,11363.567250303833
0.08,11,550.0,400.0,0.003,62,0.07,0.1,0.01,40.0,5.0,5955.4354631430815,104.10921245021105,95.262252579897,86.0042647117786,4.520652702500949,191.5655346832838,68.50535430810055,11363.7509169249
0.08,10,525.0,400.0,0.003,60,0.08,0.08,0.01,40.0,5.0,5870.657538855129,104.09903111356812,95.7040989777899,85.8375651974987,4.520652702500949,203.485837392374,72.7739199678433,11364.190865210328
0.078,10,500.0,400.0,0.003,62,0.08,0.1,0.008,44.0,6.0,5429.039479604562,104.006643111336,96.25305950498985,86.85177048982952,4.406671428418241,156.20422879991725,215.68924397663878,11364.620418588187
0.08,11,525.0,375.0,0.003,60,0.07,0.08,0.01,46.0,4.0,4122.169253012842,106.31219918038694,99.07019637282778,89.87947336907993,4.561396869632572,49.84443065845193,634.6471208216852,11365.117232770965
0.079,10,500.0,400.0,0.0035,60,0.07,0.1,0.01,44.0,5.0,5420.2316808286905,104.79642861325614,96.27779209985667,87.19250961849066,4.463816867475545,134.87785149148067,255.562933499009,11365.544173911001
0.079,11,500.0,375.0,0.003,60,0.07,0.1,0.01,46.0,4.0,4013.7178810639884,106.42212985715061,99.54027927672789,90.03565413865552,4.5038808598588,46.35320597658234,664.0705125810941,11365.584440667015
0.08,11,500.0,375.0,0.0035,60,0.08,0.1,0.004,44.0,4.0,2596.369858736237,106.93892672963692,106.03784852333995,94.34670115743069,4.561549761925887,0.020098774744741192,1034.3768620831709,11365.621019878487
0.08,11,500.0,375.0,0.003,62,0.07,0.1,0.004,46.0,5.0,2573.368262488769,106.83976500500069,104.96968541292847,95.16929185584107,4.561396869632572,3.3648711271776137,1029.8700135115644,11366.312838660873
0.08,10,500.0,375.0,0.0035,60,0.08,0.08,0.004,44.0,3.0,2454.0033028640605,107.32512829372672,106.74468429055484,95.82030873124076,4.561549761925887,7.367387888529839,1062.4599601419827,11366.420003154724
0.079,11,500.0,375.0,0.0035,60,0.08,0.1,0.01,44.0,5.0,4961.925412820099,105.80114206099124,97.50102356302105,87.46564660280514,4.504031799288888,130.82510458135783,359.52450522629744,11366.434311143292
0.079,11,500.0,375.0,0.003,60,0.07,0.1,0.004,46.0,4.0,2604.6467239549684,106.70040051815984,105.35480507616462,94.85359173188161,4.5038808598588,1.6619620239635022,1028.1112799766122,11366.606473612232
0.079,10,550.0,400.0,0.0035,60,0.07,0.08,0.008,40.0,6.0,6045.774937781815,103.09580082526584,95.13400763646962,86.19419781240082,4.4638168667465505,178.09689782618173,62.83858251782986,11367.195010581145
0.08,11,500.0,375.0,0.0035,62,0.07,0.1,0.008,46.0,3.0,2666.7147110380233,107.41556668863547,104.2151148461071,94.72944593076585,4.561549761925887,1.3161297757506614,1013.6727404894868,11367.274739313885
0.08,11,500.0,375.0,0.0035,62,0.08,0.08,0.008,46.0,3.0,2664.6318551623403,107.41556668863547,104.2213352180333,94.5702406213729,4.561549761925887,0.48593695801357734,1013.6727404894868,11367.663796245875
0.08,10,500.0,400.0,0.003,62,0.08,0.1,0.008,46.0,5.0,4325.000530238006,105.509472371879,98.80053008360386,88.74095255660893,4.520652702501038,88.46286724473629,535.5817338592943,11367.914678655172
0.08,10,500.0,400.0,0.003,60,0.07,0.1,0.008,46.0,5.0,4404.664680711994,105.509472371879,98.66120369686988,88.8721428972861,4.520652702501038,78.78341182866505,535.5817338592943,11368.015945071471
0.08,10,500.0,375.0,0.0035,62,0.08,0.08,0.006,46.0,3.0,2504.9981622897744,107.1001679298803,105.37323564844087,95.52824263841387,4.561549761925887,5.300985349645515,1044.4267838603046,11368.293602501988
0.08,10,550.0,375.0,0.003,60,0.08,0.08,0.01,40.0,5.0,5848.94606185667,104.25537549754141,95.75575187044873,85.80461811883312,4.561396869632506,205.69441688318977,75.62735136047812,11368.38382211841
0.079,11,550.0,375.0,0.003,60,0.07,0.08,0.008,46.0,5.0,4677.569203649167,105.09147536969046,97.77066298908298,88.50496907656739,4.5038808598588,89.0438265443546,461.76199921233007,11368.629147738542
0.08,10,525.0,375.0,0.003,60,0.08,0.1,0.004,46.0,3.0,2744.0336281284126,106.44657240085002,105.41086257445238,93.24108408897601,4.561396869632572,3.809557136581275,992.8145357026552,11368.634640897732
0.078,10,500.0,375.0,0.003,62,0.07,0.1,0.01,42.0,6.0,6067.557093077676,104.16605698463476,94.60197524897778,86.69975543918216,4.446377437965476,152.22295972516224,98.34465915623096,11368.758272200568
0.08,11,500.0,375.0,0.0035,62,0.08,0.08,0.01,44.0,6.0,5363.139107783464,105.84392969500738,95.86268307389386,87.56827584611102,4.561549761916539,122.46766592515954,285.0514063599516,11369.884170242252
0.08,10,500.0,375.0,0.003,62,0.07,0.08,0.004,46.0,4.0,2434.963472030238,106.78080195459798,105.6371807337086,96.48930150836424,4.561396869632572,17.841654203434064,1044.9083411905367,11369.884732922234
0.08,10,525.0,375.0,0.003,62,0.07,0.08,0.01,42.0,6.0,6043.553261193471,104.61654274114012,94.52381654244653,86.75326356004436,4.561396869535139,150.14692991173763,107.54277521239632,11369.958033750856
0.079,11,550.0,400.0,0.003,62,0.08,0.08,0.008,40.0,6.0,5913.632867785042,103.44557278330635,95.3395055690515,86.02438651992283,4.4636558957915184,194.34432329554,67.42281755996038,11370.995267740835
0.079,10,500.0,400.0,0.0035,62,0.07,0.08,0.01,46.0,5.0,5046.941163373513,105.099478059696,96.36309446138782,88.64330261125207,4.463816867475545,80.43298759692354,397.461019104588,11371.11319296635
0.079,11,500.0,400.0,0.0035,62,0.08,0.08,0.008,46.0,6.0,4795.375697130088,105.19415483251028,97.16902308107852,88.43391054836292,4.4638168674749235,93.13793401251489,430.0053608267952,11371.701558342314
0.078,10,550.0,400.0,0.003,62,0.08,0.1,0.008,46.0,4.0,4794.910742759912,103.87056494469694,98.00857344403244,87.56746920124046,4.406671428425701,132.02899078192573,374.91937155531286,11371.816506343095
0.08,11,525.0,400.0,0.0035,60,0.08,0.1,0.01,40.0,5.0,5745.927009376841,104.56465530541139,96.21912967467544,85.62553833320813,4.520815755717633,216.9970798636137,85.96768548389777,11372.213512020575
0.079,10,500.0,400.0,0.003,60,0.08,0.08,0.008,44.0,6.0,5335.027376257854,104.43500220917295,96.53040031120142,86.99087437528786,4.463655896513052,148.74701022444995,250.11547225056077,11372.31312176445
0.079,11,500.0,375.0,0.003,60,0.08,0.08,0.004,46.0,4.0,2607.607394965159,106.70040051815984,105.36923660402886,94.62895646344379,4.5038808598588,0.501899195018076,1028.1112799766122,11372.446595309066
0.08,10,500.0,375.0,0.003,62,0.07,0.1,0.004,46.0,4.0,2494.48590892968,106.78080195459798,105.61993502568575,95.71496925439216,4.561396869632572,7.567448413202959,1044.9083411905367,11372.840432924022
0.08,10,525.0,375.0,0.0035,62,0.08,0.1,0.01,44.0,5.0,5136.650637993092,105.37073120167787,96.85006058961929,87.23103404574519,4.561549761925887,141.88042811391253,303.938190067592,11373.074327066875
0.08,11,550.0,375.0,0.0035,60,0.08,0.1,0.008,46.0,3.0,3459.0937094221363,106.21002902429073,102.0884549532359,90.31504845259605,4.561549761925887,47.62065836927608,777.1415744486928,11373.187719282703
0.079,10,500.0,400.0,0.0035,60,0.08,0.08,0.01,46.0,4.0,4451.978278407995,105.45520209452839,98.49978034703534,88.81774207360046,4.463816867475545,82.41724806063468,521.8620330517073,11373.269113270693
0.079,10,500.0,400.0,0.0035,62,0.08,0.1,0.01,44.0,5.0,5329.004909032303,104.79642861325614,96.4122729118379,87.06547445291305,4.463816867475545,147.05630496794805,255.562933499009,11374.282580081783
0.08,10,550.0,400.0,0.0035,62,0.07,0.08,0.008,44.0,6.0,5628.71961671052,104.02796335324061,95.4836498047874,87.03411430866953,4.520815755710261,141.7147544445697,193.76316598164232,11374.367540481537
0.079,10,500.0,400.0,0.003,60,0.08,0.08,0.008,46.0,5.0,4562.946934093722,105.07701265182156,98.27370661631775,88.44147028047264,4.463655896520535,95.28261296410889,479.01992918669856,11374.399534827056
0.079,11,550.0,400.0,0.0035,60,0.07,0.08,0.008,42.0,6.0,5860.888650693129,103.77166505036456,95.38764346730497,86.40039763657572,4.46381686739763,168.96582411505065,115.222591526476,11374.861694718387
0.08,11,550.0,375.0,0.0035,60,0.08,0.1,0.008,44.0,5.0,4732.08675326507,105.3585039569178,98.38172502469392,87.29892434281383,4.561549761925887,142.85348614782092,387.1676250272991,11375.781932204489
0.08,10,550.0,400.0,0.0035,60,0.08,0.08,0.008,46.0,4.0,4437.551974587371,104.80571657394063,98.89210411815716,88.24650704021607,4.520815755717722,105.54619714227336,489.5250876280235,11375.863853951265
0.079,10,525.0,375.0,0.0035,60,0.08,0.1,0.01,42.0,5.0,5588.41781546073,104.62998904563337,96.36604874700751,86.15578284459563,4.504031799288888,188.58439549469992,154.10786941377248,11376.090050908024
